Airport	Country	Area	Router	Type	Interface	Layer2	Speed	IPBW	DNA	URN	USID	MTN	POP	Carrier	CircuitRef	OB	SerialId	Booking	Meshing	OB_Ratio	ServiceNetType
LGG	BELGIUM		PLGG402	Primary	gigabitethernet8	DSL	8192	1024			FI01UKS8A3		FRAT01	SELECT OFFNET	CA0BSSAFB4				airporthubnet		APH
LGG	BELGIUM		PLGG403	Secondary	gigabitethernet8	DSL	8192	1024			FI01UKSFDD		AMSX01	SELECT OFFNET	CA0BSSB1C3				airporthubnet		APH
LGW	UNITED KINGDOM		PLGW179	Primary	gigabitethernet0/0/1	MEA	100000	100000			FI029L5182		LONX03	BT WHOLESALE	BFEC570190ATI				airporthubnet		APH
LGW	UNITED KINGDOM		PLGW180	Secondary	gigabitethernet0/0/1	MEA	100000	100000			FI029L5281		LONT04	BT WHOLESALE	VA-7J-SN960016950				airporthubnet		APH
LHR	UNITED KINGDOM		PLHR1749	Primary	gigabitethernet0/0	MEA	200000				FI01X9KGF3		LONX03	VODAFONE CARRIER SERVICES	EAHE01920333				airporthubnet		APH
LHR	UNITED KINGDOM		PLHR1749	Primary	gigabitethernet0/1/0	MEA	1000000	200000	-	-	FI029TD7D4	KQQT650	LONX03	VODAFONE CARRIER SERVICES	EAHE01920333				airporthubnet		APH
LHR	UNITED KINGDOM		PLHR1750	Secondary	gigabitethernet0/1/0	MEA	1000000	200000	-	-	FI029TD8DB	KQQL551	LONT04	VODAFONE CARRIER SERVICES	EAGE03504460				airporthubnet		APH
LHR1	UNITED KINGDOM		PLHR2361	Primary	gigabitethernet0/0/1	MEA	1000000	200000			FI029S2MBF		LONX03	BT WHOLESALE	SCKXFN/084259LVLC				airporthubnet		APH
LHR1	UNITED KINGDOM		PLHR2362	Secondary	gigabitethernet0/0/1	MEA	1000000	200000			FI029S2NBC		LONT04	BT WHOLESALE	ETHC15334239				airporthubnet		APH
LIH	UNITED STATES		PLIH007	Primary	gigabitethernet0/0/1	MEA	100000	10000			FI0286Q798		SJCL03	LUMEN TECHNOLOGIES LLC	SSE00664/MOWI001				airporthubnet		APH
LIH	UNITED STATES		PLIH008	Secondary	gigabitethernet0/0/1	DSL	8192	8192			FI01XTPE9C		SJCL03	SELECT OFFNET	SitA owned circuit				airporthubnet		APH
LIL	FRANCE		PLIL942	Primary	gigabitethernet8	DSL	15000	2000					FRAT01	Select Offnet					airporthubnet		APH
LIL	FRANCE		PLIL943	Secondary	gigabitethernet8	DSL	15000	2000					FRAX01	Select Offnet					airporthubnet		APH
LIM	PERU		PLIM292	Primary	serial1/0/0	FR	44210				XN00D5SHB5		LIML01	TELEFONOS DE MEXICO, S.A. DE C.V.	120663				airporthubnet		APH
LIM	PERU		PLIM293	Secondary	serial1/0/0	FR	44210				XN00D5SJB7		LIML02	TELEFONICA	65859				airporthubnet		APH
LIN	ITALY		PLIN157	Primary	gigabitethernet0/0/1	MEA	100000	20480			FI026X8Z91		MILT02	FASTWEB	EQU531				airporthubnet		APH
LIN	ITALY		PLIN158	Secondary	gigabitethernet0/0/1	MEA	100000	20480			FI01T66JDC		ROMT05	RETELIT S.P.A.	4.1865.15.00.100358				airporthubnet		APH
LIR	COSTA RICA		PLIR026	Primary	gigabitethernet0/0/1	MEA	100000	20480			FI026WXVBF		SJOL01						airporthubnet		APH
LIR	COSTA RICA		PLIR027	Secondary	gigabitethernet0/0/1	DSL	51200	51200			FI01ZQYQ95		ATLL02	SELECT OFFNET	3029972553				airporthubnet		APH
LIS	PORTUGAL		PLIS945	Primary	gigabitethernet0/0/1	MEA	100000	100000	-	-	FI029SC0C2	KLIS517	LIST03						airporthubnet		APH
LIS	PORTUGAL		PLIS946	Secondary	gigabitethernet0/0/1	MEA	1000000	100000			FI029SC3C1		LISX01						airporthubnet		APH
LLW	MALAWI		PLLW084	Primary	gigabitethernet8	DSL	15000	1000			FI01MS6H83		FRAT01	PCCW	CA0AU65ZCA				airporthubnet		APH
LLW	MALAWI		PLLW085	Secondary	gigabitethernet8	DSL	15000	1000			FI01MS6T9F		FRAX01	PCCW	CA0AU5K3A9				airporthubnet		APH
LNZ	AUSTRIA		PLNZ362	Primary	gigabitethernet8	DSL	6144	6144			GO0D75Y73A		FRAT01	-	CA0E10FZ8B				airporthubnet		APH
LNZ	AUSTRIA		PLNZ363	Secondary	gigabitethernet8	DSL	6144	6144			GO0D6ZL854		FRAX01	-	CA0DWMAT99				airporthubnet		APH
LON-s1	UNITED KINGDOM		PLON10045	Secondary	gigabitethernet0/0/1	MEA	1000000	400000			FI026YC7F9		LONT04						airporthubnet		APH
LON-s2	UNITED KINGDOM		PLON10195	Primary	gigabitethernet0/0/1	MEA	1000000	1000000			FI0283YEF4		ITST01						airporthubnet		APH
LON-s2	UNITED KINGDOM		PLON10196	Secondary	gigabitethernet0/0/1	MEA	1000000	1000000			FI0285XQF4		ITST01						airporthubnet		APH
LON-DC1	UNITED KINGDOM		PLON9111	Primary	gigabitethernet0/0/2	MEA	1000000	1000000	-	-	FI028PNMB6	KQQI510	LONC56						airporthubnet		APH
LON-DC1	UNITED KINGDOM		PLON9112	Secondary	gigabitethernet0/0/2	MEA	1000000	1000000	-	-	FI028PDPAB	KQQI511	LONC56						airporthubnet		APH
LON-1N	UNITED KINGDOM		PLON9978	Primary	gigabitethernet0/0/1	MEA	100000	100000			FI01WNTGC1		LONX03	COLT TECHNOLOGY SERVICES	CA0C3FSPCD				airporthubnet		APH
LON-1N	UNITED KINGDOM		PLON9979	Secondary	gigabitethernet0/0/1	MEA	100000	100000	-	-	FI01WNTLCA	KQQL551	LONT04	VODAFONE CARRIER SERVICES	CA0C5J0BF7				airporthubnet		APH
LOS	NIGERIA		PLOS578	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI026XGC88		LOST03						airporthubnet		APH
LOS	NIGERIA		PLOS579	Secondary	gigabitethernet0/0/1	MEA	100000	20000			FI028T95D5		LOST04						airporthubnet		APH
LPL	UNITED KINGDOM		PLPL463	Primary	gigabitethernet8	DSL	15000	2000					LONX03	Select Offnet					airporthubnet		APH
LPL	UNITED KINGDOM		PLPL464	Secondary	gigabitethernet8	DSL	15000	2000					LONT04	Select Offnet					airporthubnet		APH
LPQ	LAO PEOPLE'S DEMOCRATIC REPUBLIC		PLPQ005	Primary	gigabitethernet8	DSL	16384	2000					SINX01	SELECT OFFNET SITA CAT2-3					airporthubnet		APH
LPQ	LAO PEOPLE'S DEMOCRATIC REPUBLIC		PLPQ006	Secondary	gigabitethernet8	DSL	16384	2000					HKGT01	SELECT OFFNET SITA CAT2-3					airporthubnet		APH
LTN	UNITED KINGDOM		PLTN206	Primary	gigabitethernet0/0/1	MEA	100000	2000			FI026X8V9D		LONX03						airporthubnet		APH
LTN	UNITED KINGDOM		PLTN210	Secondary	gigabitethernet0/0/1	DSL	100000				FI01LKQSCB		LONT04	BT WHOLESALE	CA0APHWHDC				airporthubnet		APH
LTR-s1	IRELAND		PLTR019	Standalone	gigabitethernet0/0/1	MEA	100000	100000			FI029UJ5D3		DUBX01						airporthubnet		APH
LUN	ZAMBIA		PLUN217	Primary	gigabitethernet0/1	MEA	10000	6000			FI027KS293		LONX03	CMC NETWORKS					airporthubnet		APH
LUN	ZAMBIA		PLUN218	Secondary	gigabitethernet0/1	MEA	10000	6000	-	-	FI026ZQK8F	KJNB514	JNBT01	CMC NETWORKS	2122413537				airporthubnet		APH
LUX	LUXEMBOURG		PLUX1204	Primary	gigabitethernet0/0/1	MEA	100000				GO03J6459B		LUXA01	POST TECHNOLOGIES	124963330184				airporthubnet		APH
LUX	LUXEMBOURG		PLUX1205	Secondary	gigabitethernet0/0/1	DSL	100000						FRAT01	Select Offnet					airporthubnet		APH
LWO	UKRAINE		PLWO028	Primary	serial0/0/0:0	FR	1024	1000					IEVT02	DATAGROUP					airporthubnet		APH
LYS	FRANCE		PLYS998	Primary	gigabitethernet0/0/1	MEA	100000		-	-	FI029T0XBB	KLBG510	LBGT02	ORANGE BUSINESS SERVICES	0041NUB2				airporthubnet		APH
LYS	FRANCE		PLYS999	Secondary	gigabitethernet0/0/1	DSL	8192	10000			FI01TTJE9C		FRAT01	SELECT OFFNET	380893240237				airporthubnet		APH
MAA-AAI	INDIA		PMAA963	Secondary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029VKRBE	KSXV518	MAAT06						airporthubnet		APH
MAD-DR	SPAIN		PMAD5523	Primary	cellular0	DSL	10500				FI01W7M2A1		LONT04	ORANGE SPAIN	CA0C2ZR3E6				airporthubnet		APH
MAD2	SPAIN		PMAD5632	Primary	gigabitethernet0/0/1	MEA	1000000	50000			FI029LP281		MADT04						airporthubnet		APH
MAD2	SPAIN		PMAD5633	Secondary	gigabitethernet0/0/1	MEA	1000000	50000			FI029LP380		BCNT02						airporthubnet		APH
MAN1	UNITED KINGDOM		PMAN1570	Primary	gigabitethernet0/0/1	MEA	100000	100000	-	-	FI029NPSEF	KBHX611	BHXX01	BT WHOLESALE	s2038412				airporthubnet		APH
MAN1	UNITED KINGDOM		PMAN1571	Secondary	gigabitethernet0/0/1	MEA	100000	100000			FI029NPTE8		ITST01	BT WHOLESALE	s2038412				airporthubnet		APH
MAN	UNITED KINGDOM		PMAN534	Primary	atm0	DSL	100000				FI01MYDAB6		LONX03	BT WHOLESALE	CA0BJ5GKEE				airporthubnet		APH
MAN	UNITED KINGDOM		PMAN534	Primary	gigabitethernet0/1	MEA	100000	35000			FI029G2RD8		DCSX01	Select Offnet					airporthubnet		APH
MAN	UNITED KINGDOM		PMAN535	Secondary	gigabitethernet0/1	MEA	100000	100000			FI029G2TDE		BHXX01	BT WHOLESALE	ETHC15335714				airporthubnet		APH
MAO	BRAZIL		PMAO131	Secondary	gigabitethernet0/0/1	DSL	8000	8000			FI01LWQJ99		ATLL02	-	201.163.41.160/29				airporthubnet		APH
MAO	BRAZIL		PMAO161	Primary	gigabitethernet0/1	MEA	100000	2000			FI029JWUF2		SAOD01	TELEFONICA BRAZIL	92000 01124131				airporthubnet		APH
MAO	BRAZIL		PMAO161	Primary	gigabitethernet0/2	MEA	100000	6000			FI029JWVF1		RIOL02	TELEFONICA BRAZIL	92000 01124131				airporthubnet		APH
MBJ1	JAMAICA		PMBJ069	Primary	gigabitethernet0/1	MEA	100000	20000			FI028E9XDE		NYCT02	COLUMBUS NETWORKS	11078.CN				airporthubnet		APH
MBJ1	JAMAICA		PMBJ070	Secondary	gigabitethernet0/1	MEA	100000	20000			FI028E9YDF		MIAL02						airporthubnet		APH
MCI	UNITED STATES		PMCI064	Primary	gigabitethernet0/0/1	DSL	100000	30000			GO0E5XZV22		SJCL03	AT	CA0EE9TVB4				airporthubnet		APH
MCI	UNITED STATES		PMCI064	Primary	gigabitethernet0/0/2	MEA	102400				GO0E5XZV22		CHIL03	AT	CA0EE9TVB4				airporthubnet		APH
MCI	UNITED STATES		PMCI065	Secondary	gigabitethernet0/0/1	DSL	100000				GO0E5Y0G36		NYCT02	LUMEN TECHNOLOGIES LLC	CA0EE7PT91				airporthubnet		APH
MCO	UNITED STATES		PMCO051	Primary	gigabitethernet0/0/0	MEA	1000000	50000			FI028QSSAD		MIAL02	AT&T	58KRGN702085SB				airporthubnet		APH
MCO	UNITED STATES		PMCO052	Secondary	gigabitethernet0/0/0	MEA	1000000	50000			FI028QSUAB		ATLL02	AT&T	L4GN995841				airporthubnet		APH
MCO	UNITED STATES		PMCO052	Secondary	gigabitethernet0/1	DSL	100000	10000			FI013JRKD0		ATLL02	GTD TELEDUCTOS	L4GN995841				airporthubnet		APH
MCT	OMAN		PMCT104	Primary	atm0	DSL	100000				FI01VLX3B9		FRAX01	EPSILON TELECOMMUNICATIONS LIMITED	CA0C0FKDD9				airporthubnet		APH
MCT	OMAN		PMCT104	Primary	gigabitethernet0/0/0	MEA	100000	6000	68:87:c6:0b:84:e0	-	FI028KMEE4	KRTC517	BOMT07	EPSILON TELECOMMUNICATIONS LIMITED	EPS037663O				airporthubnet		APH
MCT	OMAN		PMCT105	Secondary	gigabitethernet0/0/0	MEA	100000	6000	-	-	FI028KMJEB	KQQT650	LONX03	-	EPS037595Y				airporthubnet		APH
MDE	COLOMBIA		PMDE154	Primary	gigabitethernet0/1	MEA	100000	20000			FI01PQ0P94		PTYL01	UFINET LATAM SLU	COPAORA10063224C				airporthubnet		APH
MDE	COLOMBIA		PMDE155	Secondary	gigabitethernet0/0/1	DSL	51200	40000			FI01PQ0R96		ATLL02	SELECT OFFNET	sita provided				airporthubnet		APH
MDZ	ARGENTINA		PMDZ111	Primary	gigabitethernet0/0/1	MEA	100000	100000			FI027EQQD7		BUEL01	GLOBAL TELECOM SERVICES B.V	104766502				airporthubnet		APH
MDZ	ARGENTINA		PMDZ112	Secondary	gigabitethernet0/0/1	DSL	16384				FI01XT7S8A		SAOL02	SELECT OFFNET	CA0CCXGB9D				airporthubnet		APH
MEL	AUSTRALIA		PMEL697	Primary	gigabitethernet0/0/1	MEA	100000	50000	-	-	FI029N9PEC	KMEL610	MELT02	TELSTRA	N3859638Q				airporthubnet		APH
MEL	AUSTRALIA		PMEL698	Secondary	gigabitethernet0/0/1	MEA	100000	30000			FI029N9REE		SYDX01	TELSTRA	N2004266Q				airporthubnet		APH
KNO	INDONESIA		PMES048	Primary	gigabitethernet0/1	MEA	100000	1000			FI01Q27BCF		JKTT07	PT TELKOM INDONESIA INTERNATIONAL	EPL9545587/1				airporthubnet		APH
KNO	INDONESIA		PMES049	Secondary	gigabitethernet0/1	DSL	8192	4000			FI01Q27DC9		HKGX01	-	S0163332A				airporthubnet		APH
MEX	MEXICO		PMEX638	Primary	gigabitethernet0/0/1	MEA	100000	30000			FI01U72GD7		MTYL01	AXTEL S.A. DE C.V.	1-268STB2				airporthubnet		APH
MEX	MEXICO		PMEX638	Primary	gigabitethernet0/2/0	MEA	100000	102400			FI02922RE5		MTYL01	AXTEL S.A. DE C.V.					airporthubnet		APH
MEX	MEXICO		PMEX639	Secondary	gigabitethernet0/0/1	MEA	100000	60000	f8:7b:20:42:ef:11	-	FI019Y6WA5	KMEX518	MEXT02	ATC HOLDING FIBRA S. DE R.L. DE C.V.	46010754				airporthubnet		APH
MGA	NICARAGUA		PMGA167	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI029NGBFE		MIAL01	UFINET LATAM SLU	NIUSEQU10004994C				airporthubnet		APH
MGA	NICARAGUA		PMGA168	Secondary	gigabitethernet0/0/1	DSL	81920	60000			FI01URSF88		ATLL02	SELECT OFFNET	PRCBB149190000127				airporthubnet		APH
MIA	UNITED STATES		PMIA469	Primary	gigabitethernet0/0/0	MEA	1000000	250000			FI029RZYAE		MIAL02	AT&T	L4GN.939430..ATI				airporthubnet		APH
MIA	UNITED STATES		PMIA470	Secondary	gigabitethernet0/2/0	MEA	1000000	250000			FI029RZZAD		ATLL02	AT&T	L4GN.672523..ATI				airporthubnet		APH
MLA	MALTA		PMLA167	Primary	gigabitethernet0/0/1	MEA	10000	10000			FI026U2KAD		MLAT03	EPIC COMMUNICATIONS LIMITED	VF20558				airporthubnet		APH
MLA	MALTA		PMLA168	Secondary	gigabitethernet0/0/1	MEA	10000	10000			FI026U2MAB		MLAT03	EPIC COMMUNICATIONS LIMITED	VF20588				airporthubnet		APH
MLE	MALDIVES		PMLE066	Primary	gigabitethernet0/1	MEA	10000	6000	-	-	FI029QURAF	KCMB513	CMBT02	DHIVEHI RAAJJEYGE GULHUN PLC	TIS-00000040824				airporthubnet		APH
MLE	MALDIVES		PMLE067	Secondary	gigabitethernet0/1	DSL	16384	16384			FI01X1RXDF		HKGT01	DHIVEHI RAAJJEYGE GULHUN PLC	CA0C4EC1A5				airporthubnet		APH
MLM	MEXICO		PMLM032	Primary	gigabitethernet8	DSL	30720	20000			FI01U0Z7B6		ATLL02	SELECT OFFNET	CA0BRY3X95				airporthubnet		APH
MLM	MEXICO		PMLM033	Secondary	gigabitethernet8	DSL	30720	20000			FI01U0ZBC3		NYCT02	SELECT OFFNET	CA0BQZRX9F				airporthubnet		APH
MNL-T3	PHILIPPINES		PMNL1318	Primary	gigabitethernet0/1	MEA	100000	50000	88:f0:31:de:7d:01	-	FI029QGBBF	KMNL511	MNLT06	GLOBE TELECOM	01384569738				airporthubnet		APH
MNL-T3	PHILIPPINES		PMNL1319	Secondary	gigabitethernet0/3	MEA	100000	50000	-	-	FI029QGDB9	KMNL514	MNLT04	PHILIPPINE LONG DISTANCE TELEPHONE COMPANY	D58366				airporthubnet		APH
MNL	PHILIPPINES		PMNL466	Primary	gigabitethernet0/0/1	MEA	100000	20000	0c:d0:f8:d2:35:71	-	FI029VTQBD	KMNL513	MNLT06	GLOBE TELECOM	IC-AOZ-5179				airporthubnet		APH
MNL	PHILIPPINES		PMNL467	Secondary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029VTTB8	KMNL514	MNLT04	PHILIPPINE LONG DISTANCE TELEPHONE COMPANY	EPL03-052017-90529				airporthubnet		APH
MPH	PHILIPPINES		PMPH001	Primary	gigabitethernet0/1	MEA	10000	2000			FI028C1JD8		MNLT06	GLOBE TELECOM	IC-AUZ-3471				airporthubnet		APH
MPH	PHILIPPINES		PMPH002	Secondary	gigabitethernet0/1	DSL	2048	2000			FI01LD8YE3		HKGT01	PHILIPPINE LONG DISTANCE TELEPHONE COMPANY	111111111				airporthubnet		APH
MPM	MOZAMBIQUE		PMPM288	Primary	gigabitethernet0/0/1	MEA	1000000	2000			FI01ZPGJ8B		MPMD01	-	CA0CKV3TAF				airporthubnet		APH
MPM	MOZAMBIQUE		PMPM289	Secondary	gigabitethernet0/0/1	DSL	8192	6000			FI01ZPGL8D		FRAT01	Select Offnet	0021KDP9				airporthubnet		APH
MRU	MAURITIUS		PMRU211	Primary	gigabitethernet0/2	MEA	100000	6000			FI0299JJC4		MRUT02	SWISSCOM WHS					airporthubnet		APH
MRU	MAURITIUS		PMRU212	Secondary	gigabitethernet0/2	MEA	100000	6000	-	-	FI0299JMC3	KMRU513	MRUT02	MAURITIUS TELECOM					airporthubnet		APH
MSP-1N	UNITED STATES		PMSP324	Primary	gigabitethernet0/0/1	MEA	100000	50000			FI01SVWS86		DENL02	AT&T	CA0BX4QXF8				airporthubnet		APH
MSP-1N	UNITED STATES		PMSP325	Secondary	gigabitethernet0/0/1	MEA	100000	50000			FI01SVWW82		CHIL03	AT&T	CA0BKLKZE9				airporthubnet		APH
MSQ	BELARUS		PMSQ181	Primary	gigabitethernet0/1	MEA	10000				FI0206SUF9		MSQD01	ORANGE BUSINESS SERVICES	DNEC982162.ati				airporthubnet		APH
MSQ	BELARUS		PMSQ182	Secondary	gigabitethernet0/1	DSL	8192	6000					STOT02	Select Offnet					airporthubnet		APH
MUC-1A-1	GERMANY		PMUC2093	Standalone	gigabitethernet0/0/1	MEA	1000000	500000	-	-	FI0271108E	KZRB650	FRAX01						airporthubnet		APH
MUC-1A-2	GERMANY		PMUC2094	Standalone	gigabitethernet0/0/1	MEA	1000000	600000	-	-	FI026Z4J8E	KMUC650	MUCX01						airporthubnet		APH
MUC	GERMANY		PMUC672	Primary	gigabitethernet0/0/1	MEA	10000	100000	-	-	FI015DPJF6	KSTR510	STRT01	DT WHOLESALE	CA0941RFA1				airporthubnet		APH
MUC	GERMANY		PMUC672	Primary	gigabitethernet0/2/0	MEA	100000	100000			FI029MNSE5		DUST01	COLT TECHNOLOGY SERVICES	DUS/DUS/LE-541656				airporthubnet		APH
MUC	GERMANY		PMUC673	Secondary	gigabitethernet0/0/1	MEA	10000	100000	84:b2:61:4d:49:c1	-	FI0261BCFE	KMUC612	MUCX01	COLT TECHNOLOGY SERVICES	447/WEV/30000/30000/10210V				airporthubnet		APH
MUC	GERMANY		PMUC673	Secondary	gigabitethernet0/2/0	MEA	100000	100000			FI029MNVE0		FRAT13	COLT TECHNOLOGY SERVICES	447/WEV/30000/30000/10210V				airporthubnet		APH
MVD	URUGUAY		PMVD147	Primary	fastethernet4/1	MEA	100000	20000	-	-	FI01R7LPC3	KVDT510	MVDL02	ANTEL	P56664				airporthubnet		APH
MVD	URUGUAY		PMVD148	Secondary	fastethernet2/1	MEA	100000	20000	-	-	FI01R7K9AA	KMVD611	MVDL01	ANTEL	28100002608572				airporthubnet		APH
MXP	ITALY		PMXP086	Primary	gigabitethernet0/2	MEA	100000	100000	-	-	FI029M988E	KMIL617	MILX01	SEA	123456/89				airporthubnet		APH
MXP	ITALY		PMXP087	Secondary	gigabitethernet0/2	MEA	100000	20000			FI01HJUMD3		MILT02	TELECOM ITALIA	CA0CC9DFDC				airporthubnet		APH
MXP	ITALY		PMXP087	Secondary	gigabitethernet0/3	MEA	1000000	100000	-	-	FI029M9BF4	KMIL521	MILT02	SEA	ADN/BATB/Chakaria/VMI/1MB CCT1				airporthubnet		APH
NAN	FIJI		PNAN030	Primary	gigabitethernet0/1	MEA	100000	2000	-	-	FI029SHKB9	KXSP650	SINX01	PCCW	MT016265				airporthubnet		APH
NAN	FIJI		PNAN031	Secondary	gigabitethernet0/1	DSL	16384	12000					SYDX01	PCCW					airporthubnet		APH
NAP	ITALY		PNAP225	Primary	gigabitethernet0/0/1	MEA	10000				FI01ABT79A		ROMT05	FASTWEB	EQU354				airporthubnet		APH
NAP	ITALY		PNAP226	Secondary	gigabitethernet0/0/1	DSL	30720	30720			FI01ABT895		FRAT01	SELECT OFFNET	E016329				airporthubnet		APH
NAS	BAHAMAS		PNAS116	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI026V92DE		MIAL01	COLUMBUS NETWORKS	14010.CN				airporthubnet		APH
NAS	BAHAMAS		PNAS117	Secondary	gigabitethernet0/1	DSL	30720	20000			FI01UC2JE2		ATLL02	SELECT OFFNET	NAS-APH1-sec				airporthubnet		APH
NAT	BRAZIL		PNAT036	Primary	gigabitethernet0/0/1	MEA	100000	6000			FI029PLUAD		RIOL02	COMPULINE	SGM044412518A				airporthubnet		APH
NAT	BRAZIL		PNAT036	Primary	gigabitethernet0/1	MEA	6000				FI027M3SE6		SAOL01	OI	CA0E7ZYPFD				airporthubnet		APH
NAT	BRAZIL		PNAT037	Secondary	gigabitethernet0/0/1	DSL	8000	8000			FI01M2SXD6		SAOL02	-	00000 00000000				airporthubnet		APH
NBE	TUNISIA		PNBE004	Primary	gigabitethernet8	DSL	15000	10000			FI01RRZ9F4		LONT04	-	CA0BPK9ZF8				airporthubnet		APH
NBE	TUNISIA		PNBE005	Secondary	gigabitethernet8	DSL	15000	10000			FI01RRZC8E		FRAT01	-	CA0BPKB597				airporthubnet		APH
NBO	KENYA		PNBO444	Primary	gigabitethernet0/1	MEA	100000	6000			FI01G5DSCC		NBOT04	TELKOM KENYA LTD	CA0AD9498B				airporthubnet		APH
NBO	KENYA		PNBO446	Secondary	gigabitethernet0/0/1	MEA	6000				FI01ZLJTDE		NBOT03	TELKOM KENYA LTD	CA0CZTPPA4				airporthubnet		APH
NBO	KENYA		PNBO446	Secondary	gigabitethernet0/1	MEA	100000	6000			FI01ZLJTDE		NBOT03	TELKOM KENYA LTD	CS000577				airporthubnet		APH
NCE	FRANCE		PNCE244	Primary	fastethernet0/1	MEA	10000	10000	-	-	FI029MKGF1	KXPG510	PART06						airporthubnet		APH
NCE	FRANCE		PNCE245	Secondary	fastethernet0/1	MEA	10000	10000	-	-	FI029MKHFE	KLBG510	LBGT02						airporthubnet		APH
NCE	FRANCE		PNCE644	Standalone	atm0	DSL	200000						FRAT01	Select Offnet					airporthubnet		APH
NCE	FRANCE		PNCE647	Standalone	gigabitethernet 1/0	DSL	51200				FI026T9CA0		ATLL02	ORANGE BUSINESS SERVICES	COUSORA10063403C				airporthubnet		APH
NCL	UNITED KINGDOM		PNCL476	Primary	gigabitethernet0/0/1	MEA	100000	10000	-	-	FI01S97TE3	KBHX650	BHXX01	BT WHOLESALE	ETHC12849071				airporthubnet		APH
NCL	UNITED KINGDOM		PNCL477	Secondary	gigabitethernet0/0/1	DSL	15000	10000			FI01S97WE0		LONT04	BT WHOLESALE	XDANCL1013				airporthubnet		APH
NDJ	CHAD		PNDJ057	Standalone	serial0/0/0:1	FR	1024	1024					ZPWT01						airporthubnet		APH
NGO	JAPAN		PNGO183	Primary	gigabitethernet0/3	MEA	100000	50000			FI025UGRB4		OSAT04	SOFTBANK TELECOM CORP	D916670001				airporthubnet		APH
NGO	JAPAN		PNGO184	Secondary	gigabitethernet0/1	MEA	10000	10000	-	-	FI024KYYF8	port-channel2	TYOT04	-	5000-2587-0510				airporthubnet		APH
NGS	JAPAN		PNGS014	Primary	gigabitethernet0/0/1	MEA	100000	10000			FI01RU0T88		TYOT04	SOFTBANK TELECOM CORP	105-234-158				airporthubnet		APH
NGS	JAPAN		PNGS015	Secondary	gigabitethernet0/0/1	DSL	15000	15000			FI01RU0V8A		HKGT01	-	0058299330				airporthubnet		APH
NOS	MADAGASCAR		PNOS001	Primary	gigabitethernet8	DSL	8192	1000			GO06T64MA7		LONX03	SELECT OFFNET	CA0C1CJBC2				airporthubnet		APH
NOS	MADAGASCAR		PNOS002	Secondary	gigabitethernet8	DSL	8192	1000			GO06T64PBA		LONX03	SELECT OFFNET	CA0C1CJMCD				airporthubnet		APH
NOU	NEW CALEDONIA		PNOU080	Primary	gigabitethernet0/0/0	MEA	100000	2000	00:c8:8b:61:f8:18	-	FI021UKUB0	KBWU512	SYDT02	TELSTRA	NMA SYD EPL 9222214				airporthubnet		APH
NOU	NEW CALEDONIA		PNOU081	Secondary	gigabitethernet0/1	DSL	8000	10000			FI01MH22A3		SYDX01	-	368972				airporthubnet		APH
NQY	UNITED KINGDOM		PNQY033	Primary	gigabitethernet0/0/1	MEA	100000	2000			FI02703WEC		LONT04	BT WHOLESALE	ETBA12952592				airporthubnet		APH
NQY	UNITED KINGDOM		PNQY034	Secondary	gigabitethernet0/0/1	DSL	8192	8192			GO078DV4E0		LONX03	SELECT OFFNET	1120519-1873836 / SITA				airporthubnet		APH
NRT	JAPAN		PNRT125	Primary	gigabitethernet0/0/3	MEA	1000000	1000000			FI029PLZA2		TYOT04	KDDI CORPORATION	5000-2589-2068				airporthubnet		APH
NRT	JAPAN		PNRT126	Secondary	gigabitethernet0/0/3	MEA	1000000	1000000	-	-	FI029PM1C9	KOSA610	OSAT04	-	D782200001				airporthubnet		APH
NTE	FRANCE		PNTE564	Primary	gigabitethernet8	DSL	15000	2000					LONT04	Select Offnet					airporthubnet		APH
NTE	FRANCE		PNTE565	Secondary	gigabitethernet8	DSL	15000	2000					FRAX01	Select Offnet					airporthubnet		APH
NTL	AUSTRALIA		PNTL042	Primary	gigabitethernet0/1	MEA	100000	20000	-	-	FI01KULQ8E	KBWU514	SYDT02	TELSTRA	N4001266Q				airporthubnet		APH
NTL	AUSTRALIA		PNTL043	Secondary	gigabitethernet0/1	DSL	8000	2000					SYDX01	Select Offnet					airporthubnet		APH
NUE	GERMANY		PNUE430	Primary	gigabitethernet0/0/1	MEA	10000	4000			GO09MACD53		DUST01	DT WHOLESALE	DTAG_VC_huiqgj				airporthubnet		APH
NUE	GERMANY		PNUE431	Secondary	gigabitethernet0/0/1	DSL	16384	16384					FRAX01	Select Offnet					airporthubnet		APH
OAK	UNITED STATES		POAK154	Primary	gigabitethernet0/0/0	MEA	1000000	8000			FI029UTRB4		SJCL03	AT&T	L4GN906227				airporthubnet		APH
OAK	UNITED STATES		POAK155	Secondary	gigabitethernet0/0/1	DSL	8000	8000			FI01SBAFEB		SJCL03	SELECT OFFNET	ORD-01868605.1				airporthubnet		APH
OGG	UNITED STATES		POGG030	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI01A0F1B0		SJCL03	LUMEN TECHNOLOGIES LLC	HI/KXFN/527483/LVLC				airporthubnet		APH
